,Team,Date,Opponent,Result,Location
1919,Marquette,Sun Jan 30,Providence,L,Away
1920,Marquette,Wed Feb 2,Villanova,W,Home
1921,Marquette,Tue Feb 8,Connecticut,L,Away
1922,Marquette,Sat Feb 12,Butler,L,Away
1923,Marquette,Wed Feb 16,Georgetown,W,Home
1924,Marquette,Sun Feb 20,Creighton,L,Away
1925,Marquette,Sat Feb 26,Butler,W,Home
1926,Marquette,Wed Mar 2,DePaul,L,Away
1927,Marquette,Sat Mar 5,St. John's,W,Home
1928,Marquette,Thu Mar 10,Creighton,L,Neutral
1929,Marquette,Thu Mar 17,North Carolina,L,Neutral
1930,North Texas,Mon Nov 15,Buffalo,L,Home
1931,North Texas,Thu Nov 18,UT Arlington,W,Home
1932,North Texas,Thu Nov 25,Kansas,L,Neutral
1933,North Texas,Fri Nov 26,Miami FL,L,Neutral
1934,North Texas,Sun Nov 28,Drake,W,Neutral
1935,North Texas,Sat Dec 11,Massachusetts,W,Semi-Home
1936,North Texas,Tue Dec 14,Sam Houston St.,W,Home
1937,North Texas,Sat Dec 18,Wichita St.,W,Away
1938,North Texas,Sat Jan 1,Rice,W,Home
1939,North Texas,Thu Jan 6,UAB,L,Home
1940,North Texas,Sat Jan 8,Middle Tennessee,W,Home
1941,North Texas,Thu Jan 13,Marshall,W,Away
1942,North Texas,Sat Jan 15,Western Kentucky,W,Away
1943,North Texas,Thu Jan 20,Charlotte,W,Home
1944,North Texas,Sat Jan 22,Old Dominion,W,Home
1945,North Texas,Thu Jan 27,Southern Miss,W,Away
1946,North Texas,Sat Jan 29,Louisiana Tech,W,Away
1947,North Texas,Sat Feb 5,UTSA,W,Home
1948,North Texas,Mon Feb 7,UTEP,W,Home
1949,North Texas,Sat Feb 12,Rice,W,Away
1950,North Texas,Thu Feb 17,Florida Atlantic,W,Away
1951,North Texas,Sat Feb 19,UAB,W,Away
1952,North Texas,Thu Feb 24,Southern Miss,W,Home
1953,North Texas,Sat Feb 26,Louisiana Tech,W,Home
1954,North Texas,Thu Mar 3,UTSA,W,Away
1955,North Texas,Sat Mar 5,UTEP,L,Away
1956,North Texas,Thu Mar 10,Rice,W,Neutral
1957,North Texas,Fri Mar 11,Louisiana Tech,L,Neutral
1958,North Texas,Tue Mar 15,Texas St.,W,Home
1959,North Texas,Sun Mar 20,Virginia,L,Home
1960,BYU,Tue Nov 9,Cleveland St.,W,Home
1961,BYU,Fri Nov 12,San Diego St.,W,Home
1962,BYU,Tue Nov 16,Oregon,W,Semi-Away
1963,BYU,Wed Nov 24,Texas Southern,W,Home
1964,BYU,Sat Nov 27,Utah,W,Away
1965,BYU,Wed Dec 1,Utah Valley,L,Away
1966,BYU,Sat Dec 4,Missouri St.,W,Away
1967,BYU,Wed Dec 8,Utah St.,W,Home
1968,BYU,Sat Dec 11,Creighton,L,Neutral
1969,BYU,Sat Dec 18,Weber St.,W,Away
1970,BYU,Wed Dec 22,South Florida,W,Neutral
1971,BYU,Thu Dec 23,Vanderbilt,L,Neutral
1972,BYU,Sat Dec 25,Liberty,W,Neutral
1973,BYU,Thu Jan 6,Pacific,W,Home
1974,BYU,Sat Jan 8,Saint Mary's,W,Home
1975,BYU,Thu Jan 13,Gonzaga,L,Away
1976,BYU,Sat Jan 15,San Francisco,W,Away
1977,BYU,Thu Jan 20,San Diego,W,Home
1978,BYU,Sat Jan 22,Portland,W,Home
1979,BYU,Thu Jan 27,Santa Clara,L,Away
1980,BYU,Sat Jan 29,Pacific,L,Away
1981,BYU,Thu Feb 3,San Francisco,L,Home
1982,BYU,Sat Feb 5,Gonzaga,L,Home
1983,BYU,Thu Feb 10,Loyola Marymount,W,Away
1984,BYU,Sat Feb 12,Pepperdine,W,Away
1985,BYU,Sat Feb 19,Saint Mary's,L,Away
1986,BYU,Thu Feb 24,Loyola Marymount,W,Home
1987,BYU,Sat Feb 26,Pepperdine,W,Home
1988,BYU,Fri Mar 4,Loyola Marymount,W,Neutral
1989,BYU,Sat Mar 5,San Francisco,L,Neutral
1990,BYU,Wed Mar 16,Long Beach St.,W,Home
1991,BYU,Sat Mar 19,Northern Iowa,W,Home
1992,BYU,Wed Mar 23,Washington St.,L,Home
1993,Florida,Tue Nov 9,Elon,W,Home
1994,Florida,Sun Nov 14,Florida St.,W,Home
1995,Florida,Thu Nov 18,Milwaukee,W,Home
1996,Florida,Mon Nov 22,California,W,Neutral
1997,Florida,Wed Nov 24,Ohio St.,W,Neutral
1998,Florida,Sun Nov 28,Troy,W,Home
1999,Florida,Wed Dec 1,Oklahoma,L,Away
2000,Florida,Mon Dec 6,Texas Southern,L,Home
2001,Florida,Wed Dec 8,North Florida,W,Home
2002,Florida,Sun Dec 12,Maryland,L,Neutral
2003,Florida,Sat Dec 18,South Florida,W,Neutral
2004,Florida,Wed Dec 22,Stony Brook,W,Home
2005,Florida,Wed Jan 5,Alabama,L,Home
2006,Florida,Sat Jan 8,Auburn,L,Away
2007,Florida,Wed Jan 12,LSU,L,Home
2008,Florida,Sat Jan 15,South Carolina,W,Away
2009,Florida,Wed Jan 19,Mississippi St.,W,Home
2010,Florida,Sat Jan 22,Vanderbilt,W,Home
2011,Florida,Mon Jan 24,Mississippi,L,Away
2012,Florida,Wed Jan 26,Tennessee,L,Away
2013,Florida,Sat Jan 29,Oklahoma St.,W,Home
2014,Florida,Wed Feb 2,Missouri,W,Away
2015,Florida,Sat Feb 5,Mississippi,W,Home
2016,Florida,Wed Feb 9,Georgia,W,Home
2017,Florida,Sat Feb 12,Kentucky,L,Away
2018,Florida,Tue Feb 15,Texas A&M,L,Away
2019,Florida,Sat Feb 19,Auburn,W,Home
2020,Florida,Tue Feb 22,Arkansas,L,Home
2021,Florida,Sat Feb 26,Georgia,W,Away
2022,Florida,Tue Mar 1,Vanderbilt,W,Away
2023,Florida,Sat Mar 5,Kentucky,L,Home
2024,Florida,Thu Mar 10,Texas A&M,L,Neutral
2025,Florida,Wed Mar 16,Iona,W,Home
2026,Florida,Sun Mar 20,Xavier,L,Away
2027,Utah St.,Tue Nov 9,UC Davis,L,Home
2028,Utah St.,Fri Nov 12,Richmond,W,Neutral
2029,Utah St.,Thu Nov 18,Penn,W,Neutral
2030,Utah St.,Fri Nov 19,New Mexico St.,W,Neutral
2031,Utah St.,Sun Nov 21,Oklahoma,W,Neutral
2032,Utah St.,Sat Nov 27,UT Arlington,W,Home
2033,Utah St.,Thu Dec 2,Saint Mary's,L,Home
2034,Utah St.,Wed Dec 8,BYU,L,Away
2035,Utah St.,Sat Dec 11,New Orleans,W,Home
2036,Utah St.,Wed Dec 15,Weber St.,W,Away
2037,Utah St.,Sat Dec 18,Iowa,L,Neutral
2038,Utah St.,Tue Dec 21,Portland St.,W,Home
2039,Utah St.,Wed Dec 29,Air Force,L,Away
2040,Utah St.,Sat Jan 8,New Mexico,W,Away
2041,Utah St.,Wed Jan 12,Colorado St.,L,Away
2042,Utah St.,Sat Jan 15,Wyoming,L,Home
2043,Utah St.,Tue Jan 18,Fresno St.,L,Away
2044,Utah St.,Thu Jan 20,Boise St.,L,Home
2045,Utah St.,Wed Jan 26,San Diego St.,W,Home
2046,Utah St.,Sat Jan 29,Nevada,W,Away
2047,Utah St.,Tue Feb 1,Air Force,W,Home
2048,Utah St.,Thu Feb 3,San Jose St.,W,Home
2049,Utah St.,Sat Feb 5,UNLV,W,Home
2050,Utah St.,Tue Feb 8,Wyoming,L,Away
2051,Utah St.,Fri Feb 11,Nevada,L,Home
2052,Utah St.,Tue Feb 15,San Diego St.,L,Away
2053,Utah St.,Sat Feb 19,Boise St.,L,Away
2054,Utah St.,Tue Feb 22,New Mexico,W,Home
2055,Utah St.,Sat Feb 26,Colorado St.,L,Home
2056,Utah St.,Fri Mar 4,San Jose St.,W,Away
2057,Utah St.,Wed Mar 9,Air Force,W,Neutral
2058,Utah St.,Thu Mar 10,Colorado St.,L,Neutral
2059,Utah St.,Tue Mar 15,Oregon,L,Home
2060,Kansas St.,Wed Nov 10,Florida A&M,W,Home
2061,Kansas St.,Wed Nov 17,Nebraska Omaha,W,Home
2062,Kansas St.,Mon Nov 22,Arkansas,L,Neutral
2063,Kansas St.,Tue Nov 23,Illinois,L,Neutral
2064,Kansas St.,Sun Nov 28,North Dakota,W,Home
2065,Kansas St.,Wed Dec 1,Albany,W,Home
2066,Kansas St.,Sun Dec 5,Wichita St.,W,Away
2067,Kansas St.,Wed Dec 8,Marquette,L,Home
2068,Kansas St.,Sun Dec 12,Green Bay,W,Home
2069,Kansas St.,Sun Dec 19,Nebraska,W,Away
2070,Kansas St.,Tue Dec 21,McNeese St.,W,Home
2071,Kansas St.,Sat Jan 1,Oklahoma,L,Away
2072,Kansas St.,Tue Jan 4,Texas,L,Home
2073,Kansas St.,Sat Jan 8,West Virginia,L,Away
2074,Kansas St.,Wed Jan 12,TCU,L,Home
2075,Kansas St.,Sat Jan 15,Texas Tech,W,Home
2076,Kansas St.,Tue Jan 18,Texas,W,Away
2077,Kansas St.,Sat Jan 22,Kansas,L,Home
2078,Kansas St.,Tue Jan 25,Baylor,L,Away
2079,Kansas St.,Sat Jan 29,Mississippi,L,Away
2080,Kansas St.,Wed Feb 2,Oklahoma St.,W,Home
2081,Kansas St.,Sat Feb 5,TCU,W,Away
2082,Kansas St.,Wed Feb 9,Baylor,L,Home
2083,Kansas St.,Sat Feb 12,Iowa St.,W,Away
2084,Kansas St.,Mon Feb 14,West Virginia,W,Home
2085,Kansas St.,Sat Feb 19,Oklahoma St.,L,Away
2086,Kansas St.,Tue Feb 22,Kansas,L,Away
2087,Kansas St.,Sat Feb 26,Iowa St.,L,Home
2088,Kansas St.,Mon Feb 28,Texas Tech,L,Away
2089,Kansas St.,Sat Mar 5,Oklahoma,L,Home
2090,Kansas St.,Wed Mar 9,West Virginia,L,Neutral
2091,SMU,Tue Nov 9,McNeese St.,W,Home
2092,SMU,Fri Nov 12,Oregon,L,Away
2093,SMU,Mon Nov 15,Northwestern St.,W,Home
2094,SMU,Thu Nov 18,Southeastern Louisiana,W,Home
2095,SMU,Sun Nov 21,Missouri,L,Neutral
2096,SMU,Mon Nov 22,Loyola Marymount,L,Neutral
2097,SMU,Wed Nov 24,Sam Houston St.,W,Home
2098,SMU,Sun Nov 28,Louisiana Monroe,W,Home
2099,SMU,Wed Dec 1,UNLV,W,Home
2100,SMU,Sat Dec 4,Vanderbilt,W,Home
2101,SMU,Wed Dec 8,Dayton,W,Home
2102,SMU,Sun Dec 19,New Mexico,W,Away
2103,SMU,Wed Dec 29,Tulsa,W,Away
2104,SMU,Sun Jan 2,UCF,W,Home
2105,SMU,Thu Jan 6,Cincinnati,L,Away
2106,SMU,Wed Jan 12,South Florida,W,Home
2107,SMU,Sat Jan 15,Tulane,W,Away
2108,SMU,Thu Jan 20,Memphis,W,Away
2109,SMU,Wed Jan 26,South Florida,W,Away
2110,SMU,Sat Jan 29,Temple,W,Home
2111,SMU,Sat Feb 5,Wichita St.,L,Away
2112,SMU,Wed Feb 9,Houston,W,Home
2113,SMU,Sat Feb 12,East Carolina,W,Away
2114,SMU,Wed Feb 16,Temple,L,Away
2115,SMU,Sun Feb 20,Memphis,W,Home
2116,SMU,Wed Feb 23,Tulsa,W,Home
2117,SMU,Sun Feb 27,Houston,L,Away
2118,SMU,Thu Mar 3,Cincinnati,W,Home
2119,SMU,Sun Mar 6,Tulane,W,Home
2120,SMU,Fri Mar 11,Tulsa,W,Neutral
2121,SMU,Sat Mar 12,Memphis,L,Neutral
2122,SMU,Wed Mar 16,Nicholls St.,W,Home
2123,SMU,Sun Mar 20,Washington St.,L,Home
2124,VCU,Tue Nov 9,Saint Peter's,W,Home
2125,VCU,Sat Nov 13,Wagner,L,Home
2126,VCU,Wed Nov 17,Vanderbilt,W,Away
2127,VCU,Sat Nov 20,Chattanooga,L,Home
2128,VCU,Wed Nov 24,Syracuse,W,Neutral
2129,VCU,Thu Nov 25,Baylor,L,Neutral
2130,VCU,Fri Nov 26,Connecticut,L,Neutral
2131,VCU,Sat Dec 4,Campbell,W,Home
2132,VCU,Wed Dec 8,Jacksonville St.,W,Home
2133,VCU,Sat Dec 11,Old Dominion,W,Away
2134,VCU,Wed Dec 15,Florida Atlantic,W,Home
2135,VCU,Wed Jan 5,Dayton,W,Away
2136,VCU,Sat Jan 8,La Salle,W,Away
2137,VCU,Tue Jan 11,George Washington,W,Home
2138,VCU,Fri Jan 14,St. Bonaventure,L,Away
2139,VCU,Tue Jan 18,Davidson,L,Home
2140,VCU,Sat Jan 22,Saint Joseph's,W,Home
2141,VCU,Wed Jan 26,Davidson,W,Away
2142,VCU,Sat Jan 29,Richmond,W,Away
2143,VCU,Wed Feb 2,Dayton,L,Home
2144,VCU,Sat Feb 5,Duquesne,W,Home
2145,VCU,Tue Feb 8,Rhode Island,W,Home
2146,VCU,Sat Feb 12,George Mason,W,Away
2147,VCU,Tue Feb 15,Fordham,W,Away
2148,VCU,Fri Feb 18,Richmond,W,Home
2149,VCU,Wed Feb 23,George Mason,W,Home
2150,VCU,Sat Feb 26,Massachusetts,W,Away
2151,VCU,Tue Mar 1,St. Bonaventure,W,Home
2152,VCU,Sat Mar 5,Saint Louis,L,Away
2153,VCU,Fri Mar 11,Richmond,L,Neutral
2154,VCU,Tue Mar 15,Princeton,W,Home
2155,VCU,Sat Mar 19,Wake Forest,L,Away
2156,Vanderbilt,Wed Nov 10,Alabama St.,W,Home
2157,Vanderbilt,Sun Nov 14,Texas St.,W,Home
2158,Vanderbilt,Wed Nov 17,VCU,L,Home
2159,Vanderbilt,Sat Nov 20,Winthrop,W,Home
2160,Vanderbilt,Wed Nov 24,Pittsburgh,W,Away
2161,Vanderbilt,Mon Nov 29,Mississippi Valley St.,W,Home
2162,Vanderbilt,Sat Dec 4,SMU,L,Away
2163,Vanderbilt,Tue Dec 7,Temple,L,Home
2164,Vanderbilt,Fri Dec 10,Loyola Chicago,L,Home
2165,Vanderbilt,Sat Dec 18,Austin Peay,W,Home
2166,Vanderbilt,Wed Dec 22,Hawaii,W,Away
2167,Vanderbilt,Thu Dec 23,BYU,W,Neutral
2168,Vanderbilt,Tue Jan 4,Arkansas,W,Away
2169,Vanderbilt,Sat Jan 8,South Carolina,L,Home
2170,Vanderbilt,Tue Jan 11,Kentucky,L,Home
2171,Vanderbilt,Sat Jan 15,Georgia,W,Away
2172,Vanderbilt,Tue Jan 18,Tennessee,L,Home
2173,Vanderbilt,Sat Jan 22,Florida,L,Away
2174,Vanderbilt,Wed Jan 26,South Carolina,L,Away
2175,Vanderbilt,Sat Jan 29,Georgia,W,Home
2176,Vanderbilt,Wed Feb 2,Kentucky,L,Away
2177,Vanderbilt,Sat Feb 5,LSU,W,Home
2178,Vanderbilt,Tue Feb 8,Missouri,W,Home
2179,Vanderbilt,Sat Feb 12,Tennessee,L,Away
2180,Vanderbilt,Wed Feb 16,Auburn,L,Away
2181,Vanderbilt,Sat Feb 19,Texas A&M,W,Home
2182,Vanderbilt,Tue Feb 22,Alabama,L,Home
2183,Vanderbilt,Sat Feb 26,Mississippi St.,L,Away
2184,Vanderbilt,Tue Mar 1,Florida,L,Home
2185,Vanderbilt,Sat Mar 5,Mississippi,W,Away
2186,Vanderbilt,Wed Mar 9,Georgia,W,Neutral
2187,Vanderbilt,Thu Mar 10,Alabama,W,Neutral
2188,Vanderbilt,Fri Mar 11,Kentucky,L,Neutral
2189,Vanderbilt,Tue Mar 15,Belmont,W,Home
2190,Vanderbilt,Sun Mar 20,Dayton,W,Home
2191,Vanderbilt,Tue Mar 22,Xavier,L,Away
2192,Wyoming,Wed Nov 10,Detroit Mercy,W,Home
2193,Wyoming,Sun Nov 14,Arkansas Pine Bluff,W,Home
2194,Wyoming,Thu Nov 18,Washington,W,Away
2195,Wyoming,Mon Nov 22,Grand Canyon,W,Away
2196,Wyoming,Mon Nov 29,Cal St. Fullerton,W,Away
2197,Wyoming,Thu Dec 2,Denver,W,Home
2198,Wyoming,Sat Dec 4,McNeese St.,W,Home
2199,Wyoming,Wed Dec 8,Arizona,L,Away
2200,Wyoming,Sat Dec 11,Utah Valley,W,Home
2201,Wyoming,Wed Dec 22,Stanford,L,Neutral
2202,Wyoming,Thu Dec 23,Northern Iowa,W,Neutral
2203,Wyoming,Sat Dec 25,South Florida,W,Neutral
2204,Wyoming,Sat Jan 15,Utah St.,W,Away
2205,Wyoming,Mon Jan 17,Nevada,W,Away
2206,Wyoming,Wed Jan 19,San Jose St.,W,Home
2207,Wyoming,Sat Jan 22,New Mexico,W,Home
2208,Wyoming,Tue Jan 25,Boise St.,L,Away
2209,Wyoming,Fri Jan 28,Air Force,W,Away
2210,Wyoming,Mon Jan 31,Colorado St.,W,Home
2211,Wyoming,Thu Feb 3,Boise St.,W,Home
2212,Wyoming,Sun Feb 6,Fresno St.,W,Away
2213,Wyoming,Tue Feb 8,Utah St.,W,Home
2214,Wyoming,Sat Feb 12,San Jose St.,W,Away
2215,Wyoming,Tue Feb 15,New Mexico,L,Away
2216,Wyoming,Sat Feb 19,Air Force,W,Home
2217,Wyoming,Wed Feb 23,Colorado St.,L,Away
2218,Wyoming,Sat Feb 26,Nevada,W,Home
2219,Wyoming,Mon Feb 28,San Diego St.,L,Home
2220,Wyoming,Wed Mar 2,UNLV,L,Away
2221,Wyoming,Sat Mar 5,Fresno St.,W,Home
2222,Wyoming,Thu Mar 10,UNLV,W,Semi-Away
2223,Wyoming,Fri Mar 11,Boise St.,L,Neutral
2224,Wyoming,Tue Mar 15,Indiana,L,Neutral
2225,West Virginia,Tue Nov 9,Oakland,W,Home
2226,West Virginia,Fri Nov 12,Pittsburgh,W,Home
2227,West Virginia,Thu Nov 18,Elon,W,Neutral
2228,West Virginia,Fri Nov 19,Marquette,L,Neutral
2229,West Virginia,Sun Nov 21,Clemson,W,Neutral
2230,West Virginia,Fri Nov 26,Eastern Kentucky,W,Home
2231,West Virginia,Tue Nov 30,Bellarmine,W,Home
2232,West Virginia,Sat Dec 4,Radford,W,Home
2233,West Virginia,Wed Dec 8,Connecticut,W,Home
2234,West Virginia,Sun Dec 12,Kent St.,W,Home
2235,West Virginia,Sat Dec 18,UAB,W,Away
2236,West Virginia,Wed Dec 22,Youngstown St.,W,Home
2237,West Virginia,Sat Jan 1,Texas,L,Away
2238,West Virginia,Sat Jan 8,Kansas St.,W,Home
2239,West Virginia,Tue Jan 11,Oklahoma St.,W,Home
2240,West Virginia,Sat Jan 15,Kansas,L,Away
2241,West Virginia,Tue Jan 18,Baylor,L,Home
2242,West Virginia,Sat Jan 22,Texas Tech,L,Away
2243,West Virginia,Wed Jan 26,Oklahoma,L,Home
2244,West Virginia,Sat Jan 29,Arkansas,L,Away
2245,West Virginia,Mon Jan 31,Baylor,L,Away
2246,West Virginia,Sat Feb 5,Texas Tech,L,Home
2247,West Virginia,Tue Feb 8,Iowa St.,W,Home
2248,West Virginia,Sat Feb 12,Oklahoma St.,L,Away
2249,West Virginia,Mon Feb 14,Kansas St.,L,Away
2250,West Virginia,Sat Feb 19,Kansas,L,Home
2251,West Virginia,Mon Feb 21,TCU,L,Away
2252,West Virginia,Wed Feb 23,Iowa St.,L,Away
2253,West Virginia,Sat Feb 26,Texas,L,Home
2254,West Virginia,Tue Mar 1,Oklahoma,L,Away
2255,West Virginia,Sat Mar 5,TCU,W,Home
2256,West Virginia,Wed Mar 9,Kansas St.,W,Neutral
2257,West Virginia,Thu Mar 10,Kansas,L,Semi-Away
2258,Chattanooga,Tue Nov 9,Loyola Marymount,W,Away
2259,Chattanooga,Sun Nov 14,UNC Asheville,W,Home
2260,Chattanooga,Tue Nov 16,Tennessee Tech,W,Home
2261,Chattanooga,Sat Nov 20,VCU,W,Away
2262,Chattanooga,Sat Nov 27,Charleston,L,Home
2263,Chattanooga,Tue Nov 30,Tennessee Tech,W,Away
2264,Chattanooga,Sun Dec 5,Lipscomb,W,Away
2265,Chattanooga,Wed Dec 8,UNC Asheville,W,Away
2266,Chattanooga,Wed Dec 15,Belmont,L,Away
2267,Chattanooga,Sat Dec 18,Murray St.,L,Away
2268,Chattanooga,Wed Dec 22,Middle Tennessee,W,Home
2269,Chattanooga,Thu Dec 30,East Tennessee St.,W,Home
2270,Chattanooga,Wed Jan 5,Wofford,W,Away
2271,Chattanooga,Sat Jan 8,The Citadel,W,Home
2272,Chattanooga,Wed Jan 12,Western Carolina,L,Away
2273,Chattanooga,Sat Jan 15,Furman,W,Home
2274,Chattanooga,Thu Jan 20,UNC Greensboro,W,Away
2275,Chattanooga,Sat Jan 22,VMI,W,Away
2276,Chattanooga,Wed Jan 26,Wofford,W,Home
2277,Chattanooga,Sat Jan 29,The Citadel,W,Away
2278,Chattanooga,Wed Feb 2,Samford,L,Away
2279,Chattanooga,Sat Feb 5,Mercer,W,Home
2280,Chattanooga,Mon Feb 7,Mercer,W,Away
2281,Chattanooga,Wed Feb 9,Western Carolina,W,Home
2282,Chattanooga,Sat Feb 12,Furman,W,Away
2283,Chattanooga,Thu Feb 17,UNC Greensboro,L,Home
2284,Chattanooga,Sat Feb 19,VMI,L,Home
2285,Chattanooga,Wed Feb 23,East Tennessee St.,W,Away
2286,Chattanooga,Sat Feb 26,Samford,W,Home
2287,Chattanooga,Sat Mar 5,The Citadel,W,Neutral
2288,Chattanooga,Sun Mar 6,Wofford,W,Neutral
2289,Chattanooga,Mon Mar 7,Furman,W,Neutral
2290,Chattanooga,Fri Mar 18,Illinois,L,Neutral
2291,Saint Louis,Tue Nov 9,Central Arkansas,W,Home
2292,Saint Louis,Fri Nov 12,Eastern Illinois,W,Home
2293,Saint Louis,Tue Nov 16,Memphis,L,Away
2294,Saint Louis,Sat Nov 20,Mercer,W,Home
2295,Saint Louis,Tue Nov 23,Illinois St.,W,Neutral
2296,Saint Louis,Wed Nov 24,Stephen F. Austin,W,Neutral
2297,Saint Louis,Tue Nov 30,Boise St.,W,Away
2298,Saint Louis,Sat Dec 4,UAB,L,Home
2299,Saint Louis,Tue Dec 7,Belmont,L,Home
2300,Saint Louis,Sat Dec 11,Boston College,W,Home
2301,Saint Louis,Sat Dec 18,Auburn,L,Home
2302,Saint Louis,Sun Jan 2,Richmond,W,Home
2303,Saint Louis,Sat Jan 8,Iona,W,Home
2304,Saint Louis,Tue Jan 11,Dayton,L,Away
2305,Saint Louis,Sat Jan 15,Fordham,W,Home
2306,Saint Louis,Thu Jan 20,Massachusetts,L,Away
2307,Saint Louis,Sun Jan 23,Massachusetts,W,Home
2308,Saint Louis,Wed Jan 26,George Washington,W,Home
2309,Saint Louis,Sat Jan 29,Duquesne,W,Away
2310,Saint Louis,Wed Feb 2,George Mason,W,Away
2311,Saint Louis,Sat Feb 5,Dayton,W,Home
2312,Saint Louis,Tue Feb 8,La Salle,W,Away
2313,Saint Louis,Fri Feb 11,St. Bonaventure,L,Home
2314,Saint Louis,Mon Feb 14,St. Bonaventure,L,Away
2315,Saint Louis,Wed Feb 16,La Salle,W,Home
2316,Saint Louis,Sat Feb 19,Davidson,L,Away
2317,Saint Louis,Tue Feb 22,Saint Joseph's,W,Home
2318,Saint Louis,Fri Feb 25,Richmond,L,Away
2319,Saint Louis,Wed Mar 2,Rhode Island,W,Away
2320,Saint Louis,Sat Mar 5,VCU,W,Home
2321,Saint Louis,Thu Mar 10,La Salle,W,Neutral
2322,Saint Louis,Fri Mar 11,St. Bonaventure,W,Neutral
2323,Saint Louis,Sat Mar 12,Davidson,L,Neutral
2324,Saint Louis,Wed Mar 16,Northern Iowa,L,Home
2325,Syracuse,Tue Nov 9,Lafayette,W,Home
2326,Syracuse,Sun Nov 14,Drexel,W,Home
2327,Syracuse,Sat Nov 20,Colgate,L,Home
2328,Syracuse,Wed Nov 24,VCU,L,Neutral
2329,Syracuse,Thu Nov 25,Arizona St.,W,Neutral
2330,Syracuse,Fri Nov 26,Auburn,L,Neutral
2331,Syracuse,Tue Nov 30,Indiana,W,Home
2332,Syracuse,Sat Dec 4,Florida St.,W,Away
2333,Syracuse,Tue Dec 7,Villanova,L,Neutral
2334,Syracuse,Sat Dec 11,Georgetown,L,Away
2335,Syracuse,Mon Dec 27,Brown,W,Home
2336,Syracuse,Wed Dec 29,Cornell,W,Home
2337,Syracuse,Sat Jan 1,Virginia,L,Home
2338,Syracuse,Wed Jan 5,Miami FL,L,Away
2339,Syracuse,Sat Jan 8,Wake Forest,L,Away
2340,Syracuse,Tue Jan 11,Pittsburgh,W,Home
2341,Syracuse,Sat Jan 15,Florida St.,L,Home
2342,Syracuse,Tue Jan 18,Clemson,W,Home
2343,Syracuse,Sat Jan 22,Duke,L,Away
2344,Syracuse,Tue Jan 25,Pittsburgh,L,Away
2345,Syracuse,Sat Jan 29,Wake Forest,W,Home
2346,Syracuse,Wed Feb 2,N.C. State,W,Away
2347,Syracuse,Sat Feb 5,Louisville,W,Home
2348,Syracuse,Tue Feb 8,Boston College,W,Away
2349,Syracuse,Sat Feb 12,Virginia Tech,L,Away
2350,Syracuse,Sat Feb 19,Boston College,W,Home
2351,Syracuse,Mon Feb 21,Georgia Tech,W,Home
2352,Syracuse,Wed Feb 23,Notre Dame,L,Away
2353,Syracuse,Sat Feb 26,Duke,L,Home
2354,Syracuse,Mon Feb 28,North Carolina,L,Away
2355,Syracuse,Sat Mar 5,Miami FL,L,Home
2356,Syracuse,Wed Mar 9,Florida St.,W,Neutral
2357,Syracuse,Thu Mar 10,Duke,L,Neutral
2358,Missouri St.,Tue Nov 9,Southeast Missouri St.,L,Home
2359,Missouri St.,Sat Nov 13,Alabama St.,W,Home
2360,Missouri St.,Wed Nov 17,Sam Houston St.,W,Away
2361,Missouri St.,Mon Nov 22,Long Beach St.,W,Neutral
2362,Missouri St.,Tue Nov 23,East Tennessee St.,L,Neutral
2363,Missouri St.,Wed Nov 24,George Washington,W,Neutral
2364,Missouri St.,Wed Dec 1,Illinois St.,L,Away
2365,Missouri St.,Sat Dec 4,BYU,L,Home
2366,Missouri St.,Wed Dec 8,Little Rock,W,Away
2367,Missouri St.,Sat Dec 11,Oral Roberts,W,Home
2368,Missouri St.,Wed Dec 15,South Dakota St.,W,Home
2369,Missouri St.,Sat Dec 18,Central Arkansas,W,Home
2370,Missouri St.,Wed Dec 22,Saint Mary's,L,Away
2371,Missouri St.,Sun Jan 2,Drake,W,Home
2372,Missouri St.,Wed Jan 5,Bradley,W,Away
2373,Missouri St.,Sat Jan 8,Northern Iowa,L,Home
2374,Missouri St.,Wed Jan 12,Southern Illinois,W,Home
2375,Missouri St.,Sat Jan 15,Valparaiso,W,Away
2376,Missouri St.,Wed Jan 19,Illinois St.,W,Home
2377,Missouri St.,Sat Jan 22,Loyola Chicago,W,Away
2378,Missouri St.,Tue Jan 25,Indiana St.,L,Away
2379,Missouri St.,Sat Jan 29,Evansville,W,Home
2380,Missouri St.,Wed Feb 2,Southern Illinois,W,Away
2381,Missouri St.,Sun Feb 6,Loyola Chicago,L,Home
2382,Missouri St.,Wed Feb 9,Drake,W,Away
2383,Missouri St.,Sat Feb 12,Valparaiso,W,Home
2384,Missouri St.,Tue Feb 15,Indiana St.,W,Home
2385,Missouri St.,Sun Feb 20,Northern Iowa,L,Away
2386,Missouri St.,Wed Feb 23,Bradley,W,Home
2387,Missouri St.,Sat Feb 26,Evansville,W,Away
2388,Missouri St.,Fri Mar 4,Valparaiso,W,Neutral
2389,Missouri St.,Sat Mar 5,Drake,L,Neutral
2390,Missouri St.,Tue Mar 15,Oklahoma,L,Away
2391,Clemson,Tue Nov 9,Presbyterian,W,Home
2392,Clemson,Fri Nov 12,Wofford,W,Home
2393,Clemson,Mon Nov 15,Bryant,W,Home
2394,Clemson,Thu Nov 18,Temple,W,Neutral
2395,Clemson,Fri Nov 19,St. Bonaventure,L,Neutral
2396,Clemson,Sun Nov 21,West Virginia,L,Neutral
