,Team,Date,Opponent,Result,Location
2397,Clemson,Fri Nov 26,Charleston Southern,W,Home
2398,Clemson,Tue Nov 30,Rutgers,L,Away
2399,Clemson,Sat Dec 4,Miami FL,L,Away
2400,Clemson,Sat Dec 11,Drake,W,Neutral
2401,Clemson,Tue Dec 14,Miami OH,W,Home
2402,Clemson,Sat Dec 18,South Carolina,W,Home
2403,Clemson,Wed Dec 22,Virginia,W,Away
2404,Clemson,Tue Jan 4,Virginia,L,Home
2405,Clemson,Sat Jan 8,N.C. State,W,Away
2406,Clemson,Wed Jan 12,Notre Dame,L,Away
2407,Clemson,Sat Jan 15,Boston College,L,Home
2408,Clemson,Tue Jan 18,Syracuse,L,Away
2409,Clemson,Sat Jan 22,Pittsburgh,W,Home
2410,Clemson,Tue Jan 25,Duke,L,Away
2411,Clemson,Wed Feb 2,Florida St.,W,Home
2412,Clemson,Sat Feb 5,Georgia Tech,L,Away
2413,Clemson,Tue Feb 8,North Carolina,L,Home
2414,Clemson,Thu Feb 10,Duke,L,Home
2415,Clemson,Sat Feb 12,Notre Dame,L,Home
2416,Clemson,Tue Feb 15,Florida St.,L,Away
2417,Clemson,Sat Feb 19,Louisville,L,Away
2418,Clemson,Wed Feb 23,Wake Forest,W,Home
2419,Clemson,Sat Feb 26,Boston College,W,Away
2420,Clemson,Wed Mar 2,Georgia Tech,W,Home
2421,Clemson,Sat Mar 5,Virginia Tech,W,Home
2422,Clemson,Tue Mar 8,N.C. State,W,Neutral
2423,Clemson,Wed Mar 9,Virginia Tech,L,Neutral
2424,Virginia,Tue Nov 9,Navy,L,Home
2425,Virginia,Fri Nov 12,Radford,W,Home
2426,Virginia,Tue Nov 16,Houston,L,Away
2427,Virginia,Fri Nov 19,Coppin St.,W,Home
2428,Virginia,Mon Nov 22,Georgia,W,Neutral
2429,Virginia,Tue Nov 23,Providence,W,Neutral
2430,Virginia,Fri Nov 26,Lehigh,W,Home
2431,Virginia,Mon Nov 29,Iowa,L,Home
2432,Virginia,Fri Dec 3,Pittsburgh,W,Home
2433,Virginia,Tue Dec 7,James Madison,L,Away
2434,Virginia,Sat Dec 18,Fairleigh Dickinson,W,Home
2435,Virginia,Wed Dec 22,Clemson,L,Home
2436,Virginia,Sat Jan 1,Syracuse,W,Away
2437,Virginia,Tue Jan 4,Clemson,W,Away
2438,Virginia,Sat Jan 8,North Carolina,L,Away
2439,Virginia,Wed Jan 12,Virginia Tech,W,Home
2440,Virginia,Sat Jan 15,Wake Forest,L,Home
2441,Virginia,Wed Jan 19,Pittsburgh,W,Away
2442,Virginia,Sat Jan 22,N.C. State,L,Away
2443,Virginia,Mon Jan 24,Louisville,W,Home
2444,Virginia,Sat Jan 29,Notre Dame,L,Away
2445,Virginia,Tue Feb 1,Boston College,W,Home
2446,Virginia,Sat Feb 5,Miami FL,W,Home
2447,Virginia,Mon Feb 7,Duke,W,Away
2448,Virginia,Sat Feb 12,Georgia Tech,W,Home
2449,Virginia,Mon Feb 14,Virginia Tech,L,Away
2450,Virginia,Sat Feb 19,Miami FL,W,Away
2451,Virginia,Wed Feb 23,Duke,L,Home
2452,Virginia,Sat Feb 26,Florida St.,L,Home
2453,Virginia,Sat Mar 5,Louisville,W,Away
2454,Virginia,Wed Mar 9,Louisville,W,Neutral
2455,Virginia,Thu Mar 10,North Carolina,L,Neutral
2456,Virginia,Wed Mar 16,Mississippi St.,W,Home
2457,Virginia,Sun Mar 20,North Texas,W,Away
2458,Virginia,Tue Mar 22,St. Bonaventure,L,Home
2459,Fresno St.,Fri Nov 12,LIU,W,Home
2460,Fresno St.,Mon Nov 15,Idaho,W,Home
2461,Fresno St.,Mon Nov 22,Pepperdine,W,Neutral
2462,Fresno St.,Wed Nov 24,Santa Clara,W,Neutral
2463,Fresno St.,Sun Nov 28,California,L,Away
2464,Fresno St.,Wed Dec 1,San Diego,W,Home
2465,Fresno St.,Sat Dec 4,Cal St. Northridge,W,Home
2466,Fresno St.,Wed Dec 8,San Francisco,L,Away
2467,Fresno St.,Sat Dec 11,UC Irvine,W,Home
2468,Fresno St.,Fri Dec 17,Cal Poly,W,Home
2469,Fresno St.,Tue Dec 21,Utah,L,Away
2470,Fresno St.,Thu Dec 23,Weber St.,W,Away
2471,Fresno St.,Tue Dec 28,Boise St.,L,Away
2472,Fresno St.,Tue Jan 11,San Jose St.,W,Home
2473,Fresno St.,Fri Jan 14,UNLV,W,Away
2474,Fresno St.,Tue Jan 18,Utah St.,W,Home
2475,Fresno St.,Fri Jan 21,Nevada,L,Away
2476,Fresno St.,Tue Jan 25,New Mexico,W,Away
2477,Fresno St.,Fri Jan 28,Boise St.,L,Home
2478,Fresno St.,Tue Feb 1,San Jose St.,W,Away
2479,Fresno St.,Fri Feb 4,Nevada,W,Home
2480,Fresno St.,Sun Feb 6,Wyoming,L,Home
2481,Fresno St.,Fri Feb 11,Colorado St.,L,Away
2482,Fresno St.,Wed Feb 16,UNLV,L,Home
2483,Fresno St.,Sat Feb 19,San Diego St.,L,Home
2484,Fresno St.,Tue Feb 22,Air Force,W,Away
2485,Fresno St.,Mon Feb 28,New Mexico,W,Home
2486,Fresno St.,Thu Mar 3,San Diego St.,L,Away
2487,Fresno St.,Sat Mar 5,Wyoming,L,Away
2488,Fresno St.,Wed Mar 9,San Jose St.,W,Neutral
2489,Fresno St.,Thu Mar 10,San Diego St.,L,Neutral
2490,Fresno St.,Thu Mar 17,Eastern Washington,W,Home
2491,Fresno St.,Wed Mar 23,Youngstown St.,W,Home
2492,Fresno St.,Mon Mar 28,Southern Utah,W,Home
2493,Fresno St.,Fri Apr 1,Coastal Carolina,W,Away
2494,Furman,Fri Nov 12,Louisville,W,Away
2495,Furman,Mon Nov 15,Belmont,L,Away
2496,Furman,Fri Nov 19,Radford,W,Home
2497,Furman,Sun Nov 21,Navy,L,Home
2498,Furman,Sat Nov 27,USC Upstate,W,Away
2499,Furman,Tue Nov 30,High Point,W,Away
2500,Furman,Fri Dec 3,Charleston,W,Home
2501,Furman,Tue Dec 7,Winthrop,L,Away
2502,Furman,Fri Dec 10,Appalachian St.,W,Home
2503,Furman,Tue Dec 14,North Carolina,L,Away
2504,Furman,Fri Dec 17,Mississippi St.,L,Away
2505,Furman,Tue Dec 21,Presbyterian,W,Home
2506,Furman,Wed Dec 29,Samford,W,Home
2507,Furman,Sat Jan 1,VMI,L,Away
2508,Furman,Wed Jan 5,UNC Greensboro,W,Away
2509,Furman,Sat Jan 8,Mercer,W,Home
2510,Furman,Wed Jan 12,East Tennessee St.,W,Home
2511,Furman,Sat Jan 15,Chattanooga,L,Away
2512,Furman,Wed Jan 19,Western Carolina,W,Home
2513,Furman,Sat Jan 22,Wofford,W,Away
2514,Furman,Wed Jan 26,VMI,W,Home
2515,Furman,Sat Jan 29,Mercer,W,Away
2516,Furman,Wed Feb 2,The Citadel,W,Home
2517,Furman,Sat Feb 5,UNC Greensboro,L,Home
2518,Furman,Mon Feb 7,East Tennessee St.,L,Away
2519,Furman,Sat Feb 12,Chattanooga,L,Home
2520,Furman,Wed Feb 16,Western Carolina,W,Away
2521,Furman,Sat Feb 19,Wofford,W,Home
2522,Furman,Wed Feb 23,Samford,L,Away
2523,Furman,Sat Feb 26,The Citadel,W,Away
2524,Furman,Sat Mar 5,Mercer,W,Neutral
2525,Furman,Sun Mar 6,Samford,W,Neutral
2526,Furman,Mon Mar 7,Chattanooga,L,Neutral
2527,Towson,Tue Nov 9,Albany,W,Away
2528,Towson,Sat Nov 13,Monmouth,L,Home
2529,Towson,Tue Nov 16,Hampton,W,Home
2530,Towson,Fri Nov 19,Pittsburgh,L,Away
2531,Towson,Tue Nov 23,Penn,W,Home
2532,Towson,Thu Nov 25,San Francisco,L,Neutral
2533,Towson,Fri Nov 26,New Mexico,W,Neutral
2534,Towson,Thu Dec 2,LIU,W,Home
2535,Towson,Mon Dec 6,Kent St.,W,Away
2536,Towson,Wed Dec 8,Ohio St.,L,Away
2537,Towson,Sat Dec 11,Coppin St.,W,Away
2538,Towson,Tue Dec 14,UNC Greensboro,W,Home
2539,Towson,Wed Dec 22,Navy,W,Away
2540,Towson,Mon Jan 3,Drexel,L,Away
2541,Towson,Sun Jan 9,Northeastern,W,Home
2542,Towson,Tue Jan 11,Hofstra,W,Home
2543,Towson,Sat Jan 15,Elon,W,Away
2544,Towson,Mon Jan 17,William & Mary,W,Away
2545,Towson,Thu Jan 20,Charleston,W,Home
2546,Towson,Sat Jan 22,UNC Wilmington,L,Home
2547,Towson,Mon Jan 24,Delaware,W,Away
2548,Towson,Sat Jan 29,Drexel,W,Home
2549,Towson,Thu Feb 3,Hofstra,W,Away
2550,Towson,Sat Feb 5,Northeastern,L,Away
2551,Towson,Thu Feb 10,William & Mary,W,Home
2552,Towson,Sat Feb 12,Elon,W,Home
2553,Towson,Thu Feb 17,UNC Wilmington,W,Away
2554,Towson,Sat Feb 19,Charleston,W,Away
2555,Towson,Wed Feb 23,James Madison,W,Home
2556,Towson,Sat Feb 26,James Madison,W,Away
2557,Towson,Mon Feb 28,Delaware,W,Home
2558,Towson,Sun Mar 6,Northeastern,W,Neutral
2559,Towson,Mon Mar 7,Delaware,L,Neutral
2560,Towson,Wed Mar 16,Wake Forest,L,Away
2561,Santa Clara,Tue Nov 9,Cal St. Fullerton,W,Home
2562,Santa Clara,Fri Nov 12,Stanford,W,Home
2563,Santa Clara,Tue Nov 16,Nevada,W,Home
2564,Santa Clara,Fri Nov 19,Cal Poly,W,Home
2565,Santa Clara,Mon Nov 22,TCU,W,Neutral
2566,Santa Clara,Wed Nov 24,Fresno St.,L,Neutral
2567,Santa Clara,Sat Nov 27,UC Irvine,L,Home
2568,Santa Clara,Tue Nov 30,Hawaii,W,Home
2569,Santa Clara,Sat Dec 4,Louisiana Tech,L,Home
2570,Santa Clara,Tue Dec 7,Mount St. Mary's,W,Home
2571,Santa Clara,Sat Dec 11,California,L,Away
2572,Santa Clara,Tue Dec 14,Boise St.,L,Away
2573,Santa Clara,Fri Dec 17,Florida A&M,W,Home
2574,Santa Clara,Sun Dec 19,Montana,W,Home
2575,Santa Clara,Tue Dec 21,San Jose St.,W,Away
2576,Santa Clara,Wed Jan 12,Pacific,W,Away
2577,Santa Clara,Sat Jan 15,Gonzaga,L,Home
2578,Santa Clara,Thu Jan 20,Saint Mary's,L,Away
2579,Santa Clara,Mon Jan 24,San Diego,W,Home
2580,Santa Clara,Thu Jan 27,BYU,W,Home
2581,Santa Clara,Sat Jan 29,San Francisco,L,Away
2582,Santa Clara,Mon Jan 31,Pacific,W,Home
2583,Santa Clara,Thu Feb 3,Loyola Marymount,W,Home
2584,Santa Clara,Sat Feb 5,San Diego,W,Away
2585,Santa Clara,Tue Feb 8,Saint Mary's,W,Home
2586,Santa Clara,Sat Feb 12,San Francisco,L,Home
2587,Santa Clara,Thu Feb 17,Loyola Marymount,W,Away
2588,Santa Clara,Sat Feb 19,Gonzaga,L,Away
2589,Santa Clara,Thu Feb 24,Pepperdine,W,Away
2590,Santa Clara,Sat Feb 26,Portland,W,Home
2591,Santa Clara,Sat Mar 5,Portland,W,Neutral
2592,Santa Clara,Mon Mar 7,Saint Mary's,L,Neutral
2593,Santa Clara,Tue Mar 15,Washington St.,L,Away
2594,Rutgers,Wed Nov 10,Lehigh,W,Home
2595,Rutgers,Sat Nov 13,Merrimack,W,Home
2596,Rutgers,Tue Nov 16,NJIT,W,Home
2597,Rutgers,Thu Nov 18,DePaul,L,Away
2598,Rutgers,Mon Nov 22,Lafayette,L,Home
2599,Rutgers,Sat Nov 27,Massachusetts,L,Away
2600,Rutgers,Tue Nov 30,Clemson,W,Home
2601,Rutgers,Fri Dec 3,Illinois,L,Away
2602,Rutgers,Thu Dec 9,Purdue,W,Home
2603,Rutgers,Sun Dec 12,Seton Hall,L,Away
2604,Rutgers,Thu Dec 30,Maine,W,Home
2605,Rutgers,Sat Jan 1,Central Connecticut,W,Home
2606,Rutgers,Tue Jan 4,Michigan,W,Home
2607,Rutgers,Sat Jan 8,Nebraska,W,Home
2608,Rutgers,Tue Jan 11,Penn St.,L,Away
2609,Rutgers,Sat Jan 15,Maryland,W,Away
2610,Rutgers,Wed Jan 19,Iowa,W,Home
2611,Rutgers,Sat Jan 22,Minnesota,L,Away
2612,Rutgers,Tue Jan 25,Maryland,L,Home
2613,Rutgers,Sat Jan 29,Nebraska,W,Away
2614,Rutgers,Tue Feb 1,Northwestern,L,Away
2615,Rutgers,Sat Feb 5,Michigan St.,W,Home
2616,Rutgers,Wed Feb 9,Ohio St.,W,Home
2617,Rutgers,Sat Feb 12,Wisconsin,W,Away
2618,Rutgers,Wed Feb 16,Illinois,W,Home
2619,Rutgers,Sun Feb 20,Purdue,L,Away
2620,Rutgers,Wed Feb 23,Michigan,L,Away
2621,Rutgers,Sat Feb 26,Wisconsin,L,Home
2622,Rutgers,Wed Mar 2,Indiana,W,Away
2623,Rutgers,Sun Mar 6,Penn St.,W,Home
2624,Rutgers,Fri Mar 11,Iowa,L,Neutral
2625,Rutgers,Wed Mar 16,Notre Dame,L,Neutral
2626,St. Bonaventure,Tue Nov 9,Siena,W,Home
2627,St. Bonaventure,Sun Nov 14,Canisius,W,Home
2628,St. Bonaventure,Thu Nov 18,Boise St.,W,Neutral
2629,St. Bonaventure,Fri Nov 19,Clemson,W,Neutral
2630,St. Bonaventure,Sun Nov 21,Marquette,W,Neutral
2631,St. Bonaventure,Sat Nov 27,Northern Iowa,L,Home
2632,St. Bonaventure,Wed Dec 1,Coppin St.,W,Home
2633,St. Bonaventure,Sat Dec 4,Buffalo,W,Home
2634,St. Bonaventure,Wed Dec 8,Loyola MD,W,Home
2635,St. Bonaventure,Sat Dec 11,Connecticut,L,Neutral
2636,St. Bonaventure,Fri Dec 17,Virginia Tech,L,Neutral
2637,St. Bonaventure,Tue Jan 11,La Salle,W,Away
2638,St. Bonaventure,Fri Jan 14,VCU,W,Home
2639,St. Bonaventure,Tue Jan 18,Dayton,L,Away
2640,St. Bonaventure,Fri Jan 21,Duquesne,W,Away
2641,St. Bonaventure,Wed Jan 26,George Mason,L,Away
2642,St. Bonaventure,Sat Jan 29,Saint Joseph's,W,Home
2643,St. Bonaventure,Tue Feb 1,Davidson,L,Home
2644,St. Bonaventure,Fri Feb 4,Richmond,L,Away
2645,St. Bonaventure,Tue Feb 8,Fordham,W,Home
2646,St. Bonaventure,Fri Feb 11,Saint Louis,W,Away
2647,St. Bonaventure,Mon Feb 14,Saint Louis,W,Home
2648,St. Bonaventure,Wed Feb 16,Massachusetts,W,Home
2649,St. Bonaventure,Sat Feb 19,Duquesne,W,Home
2650,St. Bonaventure,Tue Feb 22,Rhode Island,W,Home
2651,St. Bonaventure,Sat Feb 26,Saint Joseph's,W,Away
2652,St. Bonaventure,Tue Mar 1,VCU,L,Away
2653,St. Bonaventure,Fri Mar 4,Richmond,W,Home
2654,St. Bonaventure,Fri Mar 11,Saint Louis,L,Neutral
2655,St. Bonaventure,Tue Mar 15,Colorado,W,Away
2656,St. Bonaventure,Sun Mar 20,Oklahoma,W,Away
2657,St. Bonaventure,Tue Mar 22,Virginia,W,Away
2658,St. Bonaventure,Tue Mar 29,Xavier,L,Neutral
2659,Colorado,Tue Nov 9,Montana St.,W,Home
2660,Colorado,Sat Nov 13,New Mexico,W,Home
2661,Colorado,Mon Nov 15,Maine,W,Home
2662,Colorado,Fri Nov 19,Southern Illinois,L,Neutral
2663,Colorado,Sat Nov 20,Duquesne,W,Neutral
2664,Colorado,Mon Nov 22,Brown,W,Neutral
2665,Colorado,Sun Nov 28,Stanford,W,Home
2666,Colorado,Wed Dec 1,UCLA,L,Away
2667,Colorado,Sat Dec 4,Tennessee,L,Home
2668,Colorado,Wed Dec 8,Eastern Washington,W,Home
2669,Colorado,Fri Dec 10,Milwaukee,W,Home
2670,Colorado,Sat Dec 18,Cal St. Bakersfield,W,Home
2671,Colorado,Thu Jan 6,Washington St.,W,Home
2672,Colorado,Sun Jan 9,Washington,W,Home
2673,Colorado,Thu Jan 13,Arizona,L,Away
2674,Colorado,Sat Jan 15,Arizona St.,W,Away
2675,Colorado,Thu Jan 20,USC,L,Home
2676,Colorado,Sat Jan 22,UCLA,L,Home
2677,Colorado,Tue Jan 25,Oregon,W,Away
2678,Colorado,Thu Jan 27,Washington,L,Away
2679,Colorado,Sun Jan 30,Washington St.,L,Away
2680,Colorado,Thu Feb 3,Oregon,L,Home
2681,Colorado,Sat Feb 5,Oregon St.,W,Home
2682,Colorado,Sat Feb 12,Utah,W,Home
2683,Colorado,Tue Feb 15,Oregon St.,W,Away
2684,Colorado,Thu Feb 17,California,W,Away
2685,Colorado,Sat Feb 19,Stanford,W,Away
2686,Colorado,Thu Feb 24,Arizona St.,L,Home
2687,Colorado,Sat Feb 26,Arizona,W,Home
2688,Colorado,Sat Mar 5,Utah,W,Away
2689,Colorado,Thu Mar 10,Oregon,W,Neutral
2690,Colorado,Fri Mar 11,Arizona,L,Neutral
2691,Colorado,Tue Mar 15,St. Bonaventure,L,Home
2692,New Mexico St.,Tue Nov 9,UC Irvine,W,Home
2693,New Mexico St.,Sat Nov 13,UTEP,W,Home
2694,New Mexico St.,Thu Nov 18,Davidson,W,Neutral
2695,New Mexico St.,Fri Nov 19,Utah St.,L,Neutral
2696,New Mexico St.,Sun Nov 21,Indiana St.,W,Neutral
2697,New Mexico St.,Tue Nov 30,New Mexico,L,Home
2698,New Mexico St.,Fri Dec 3,UTEP,W,Away
2699,New Mexico St.,Mon Dec 6,New Mexico,W,Away
2700,New Mexico St.,Sat Dec 11,Loyola Marymount,W,Away
2701,New Mexico St.,Wed Dec 15,Washington St.,W,Away
2702,New Mexico St.,Sat Jan 1,Chicago St.,W,Home
2703,New Mexico St.,Sat Jan 8,UT Rio Grande Valley,W,Away
2704,New Mexico St.,Thu Jan 13,Tarleton St.,W,Home
2705,New Mexico St.,Sat Jan 15,Abilene Christian,W,Home
2706,New Mexico St.,Thu Jan 20,Sam Houston St.,L,Away
2707,New Mexico St.,Sat Jan 22,Stephen F. Austin,W,Away
2708,New Mexico St.,Sat Jan 29,Grand Canyon,W,Home
2709,New Mexico St.,Thu Feb 3,Cal Baptist,W,Home
2710,New Mexico St.,Sat Feb 5,Seattle,W,Home
2711,New Mexico St.,Thu Feb 10,Dixie St.,W,Away
2712,New Mexico St.,Sat Feb 12,Utah Valley,L,Away
2713,New Mexico St.,Wed Feb 16,Dixie St.,W,Home
2714,New Mexico St.,Sat Feb 19,Grand Canyon,W,Away
2715,New Mexico St.,Mon Feb 21,Seattle,W,Away
2716,New Mexico St.,Sat Feb 26,Chicago St.,L,Away
2717,New Mexico St.,Wed Mar 2,Stephen F. Austin,L,Home
2718,New Mexico St.,Sat Mar 5,Utah Valley,W,Home
2719,New Mexico St.,Fri Mar 11,Grand Canyon,W,Neutral
2720,New Mexico St.,Sat Mar 12,Abilene Christian,W,Neutral
2721,New Mexico St.,Thu Mar 17,Connecticut,W,Neutral
2722,New Mexico St.,Sat Mar 19,Arkansas,L,Neutral
2723,South Dakota St.,Tue Nov 9,Bradley,W,Home
2724,South Dakota St.,Fri Nov 12,Alabama,L,Away
2725,South Dakota St.,Sun Nov 14,Stephen F. Austin,W,Away
2726,South Dakota St.,Wed Nov 17,Montana St.,W,Home
2727,South Dakota St.,Mon Nov 22,Nevada,W,Semi-Home
2728,South Dakota St.,Tue Nov 23,Washington,L,Semi-Home
2729,South Dakota St.,Wed Nov 24,George Mason,W,Semi-Home
2730,South Dakota St.,Tue Nov 30,Prairie View A&M,W,Home
2731,South Dakota St.,Wed Dec 8,Idaho,L,Away
2732,South Dakota St.,Sat Dec 11,Washington St.,W,Semi-Away
2733,South Dakota St.,Wed Dec 15,Missouri St.,L,Away
2734,South Dakota St.,Mon Dec 20,UMKC,W,Home
2735,South Dakota St.,Wed Dec 22,Oral Roberts,W,Home
2736,South Dakota St.,Thu Dec 30,North Dakota St.,W,Away
2737,South Dakota St.,Sat Jan 8,South Dakota,W,Home
2738,South Dakota St.,Thu Jan 13,Nebraska Omaha,W,Away
2739,South Dakota St.,Sat Jan 15,Denver,W,Home
2740,South Dakota St.,Thu Jan 20,St. Thomas,W,Away
2741,South Dakota St.,Sat Jan 22,Western Illinois,W,Away
2742,South Dakota St.,Thu Jan 27,North Dakota,W,Home
2743,South Dakota St.,Sat Jan 29,North Dakota St.,W,Home
2744,South Dakota St.,Mon Jan 31,North Dakota,W,Away
2745,South Dakota St.,Sat Feb 5,South Dakota,W,Away
2746,South Dakota St.,Thu Feb 10,Denver,W,Away
2747,South Dakota St.,Sat Feb 12,Nebraska Omaha,W,Home
2748,South Dakota St.,Thu Feb 17,Western Illinois,W,Home
2749,South Dakota St.,Sat Feb 19,St. Thomas,W,Home
2750,South Dakota St.,Thu Feb 24,Oral Roberts,W,Away
2751,South Dakota St.,Sat Feb 26,UMKC,W,Away
2752,South Dakota St.,Sat Mar 5,Nebraska Omaha,W,Semi-Home
2753,South Dakota St.,Mon Mar 7,South Dakota,W,Neutral
2754,South Dakota St.,Tue Mar 8,North Dakota St.,W,Semi-Home
2755,South Dakota St.,Thu Mar 17,Providence,L,Neutral
2756,Oregon,Tue Nov 9,Texas Southern,W,Home
2757,Oregon,Fri Nov 12,SMU,W,Home
2758,Oregon,Tue Nov 16,BYU,L,Semi-Home
2759,Oregon,Tue Nov 23,Saint Mary's,L,Neutral
2760,Oregon,Wed Nov 24,Houston,L,Neutral
2761,Oregon,Mon Nov 29,Montana,W,Home
2762,Oregon,Wed Dec 1,UC Riverside,W,Home
2763,Oregon,Sun Dec 5,Arizona St.,L,Home
2764,Oregon,Sun Dec 12,Stanford,L,Away
2765,Oregon,Wed Dec 15,Portland,W,Home
2766,Oregon,Sat Dec 18,Baylor,L,Home
2767,Oregon,Tue Dec 21,Pepperdine,W,Home
2768,Oregon,Sat Jan 1,Utah,W,Home
2769,Oregon,Mon Jan 10,Oregon St.,W,Away
2770,Oregon,Thu Jan 13,UCLA,W,Away
2771,Oregon,Sat Jan 15,USC,W,Away
2772,Oregon,Sun Jan 23,Washington,W,Home
2773,Oregon,Tue Jan 25,Colorado,L,Home
2774,Oregon,Sat Jan 29,Oregon St.,W,Home
2775,Oregon,Thu Feb 3,Colorado,W,Away
2776,Oregon,Sat Feb 5,Utah,W,Away
2777,Oregon,Thu Feb 10,Stanford,W,Home
2778,Oregon,Sat Feb 12,California,L,Home
2779,Oregon,Mon Feb 14,Washington St.,W,Home
2780,Oregon,Thu Feb 17,Arizona St.,L,Away
2781,Oregon,Sat Feb 19,Arizona,L,Away
2782,Oregon,Thu Feb 24,UCLA,W,Home
2783,Oregon,Sat Feb 26,USC,L,Home
2784,Oregon,Thu Mar 3,Washington,L,Away
2785,Oregon,Sat Mar 5,Washington St.,L,Away
2786,Oregon,Wed Mar 9,Oregon St.,W,Neutral
2787,Oregon,Thu Mar 10,Colorado,L,Neutral
2788,Oregon,Tue Mar 15,Utah St.,W,Away
2789,Oregon,Sat Mar 19,Texas A&M,L,Away
2790,Maryland,Tue Nov 9,Quinnipiac,W,Home
2791,Maryland,Thu Nov 11,George Washington,W,Home
2792,Maryland,Sat Nov 13,Vermont,W,Home
2793,Maryland,Wed Nov 17,George Mason,L,Home
2794,Maryland,Fri Nov 19,Hofstra,W,Home
2795,Maryland,Thu Nov 25,Richmond,W,Neutral
2796,Maryland,Sat Nov 27,Louisville,L,Neutral
2797,Maryland,Wed Dec 1,Virginia Tech,L,Home
2798,Maryland,Sun Dec 5,Northwestern,L,Home
2799,Maryland,Sun Dec 12,Florida,W,Neutral
2800,Maryland,Tue Dec 28,Lehigh,W,Home
2801,Maryland,Thu Dec 30,Brown,W,Home
2802,Maryland,Mon Jan 3,Iowa,L,Away
2803,Maryland,Thu Jan 6,Illinois,L,Away
2804,Maryland,Sun Jan 9,Wisconsin,L,Home
2805,Maryland,Wed Jan 12,Northwestern,W,Away
2806,Maryland,Sat Jan 15,Rutgers,L,Home
2807,Maryland,Tue Jan 18,Michigan,L,Away
2808,Maryland,Fri Jan 21,Illinois,W,Home
2809,Maryland,Tue Jan 25,Rutgers,W,Away
2810,Maryland,Sat Jan 29,Indiana,L,Home
2811,Maryland,Tue Feb 1,Michigan St.,L,Home
2812,Maryland,Sun Feb 6,Ohio St.,L,Away
2813,Maryland,Thu Feb 10,Iowa,L,Home
2814,Maryland,Sun Feb 13,Purdue,L,Away
2815,Maryland,Fri Feb 18,Nebraska,W,Away
2816,Maryland,Mon Feb 21,Penn St.,W,Home
2817,Maryland,Thu Feb 24,Indiana,L,Away
2818,Maryland,Sun Feb 27,Ohio St.,W,Home
2819,Maryland,Wed Mar 2,Minnesota,W,Home
2820,Maryland,Sun Mar 6,Michigan St.,L,Away
2821,Maryland,Thu Mar 10,Michigan St.,L,Neutral
2822,Drake,Sun Nov 14,South Dakota,W,Home
2823,Drake,Sat Nov 20,Richmond,W,Home
2824,Drake,Thu Nov 25,Belmont,L,Neutral
2825,Drake,Fri Nov 26,Alabama,L,Neutral
2826,Drake,Sun Nov 28,North Texas,L,Neutral
2827,Drake,Thu Dec 2,Valparaiso,W,Home
2828,Drake,Sun Dec 5,St. Thomas,W,Home
2829,Drake,Wed Dec 8,Nebraska Omaha,W,Away
2830,Drake,Sat Dec 11,Clemson,L,Neutral
2831,Drake,Thu Dec 16,Jackson St.,W,Home
2832,Drake,Sun Dec 19,Tennessee Martin,W,Home
2833,Drake,Wed Dec 22,Chicago St.,W,Home
2834,Drake,Sun Jan 2,Missouri St.,L,Away
2835,Drake,Sat Jan 8,Evansville,W,Away
2836,Drake,Wed Jan 12,Illinois St.,W,Home
2837,Drake,Mon Jan 17,Southern Illinois,W,Away
2838,Drake,Wed Jan 19,Bradley,L,Home
2839,Drake,Sat Jan 22,Northern Iowa,W,Away
2840,Drake,Wed Jan 26,Illinois St.,W,Away
2841,Drake,Sun Jan 30,Loyola Chicago,W,Home
2842,Drake,Wed Feb 2,Indiana St.,W,Away
2843,Drake,Sat Feb 5,Northern Iowa,L,Home
2844,Drake,Wed Feb 9,Missouri St.,L,Home
2845,Drake,Sat Feb 12,Bradley,L,Away
2846,Drake,Wed Feb 16,Evansville,W,Home
2847,Drake,Sat Feb 19,Loyola Chicago,W,Away
2848,Drake,Mon Feb 21,Indiana St.,W,Home
2849,Drake,Wed Feb 23,Valparaiso,W,Away
2850,Drake,Sat Feb 26,Southern Illinois,W,Home
2851,Drake,Fri Mar 4,Southern Illinois,W,Neutral
2852,Drake,Sat Mar 5,Missouri St.,W,Neutral
2853,Drake,Sun Mar 6,Loyola Chicago,L,Neutral
2854,Drake,Sat Mar 19,Purdue Fort Wayne,W,Neutral
2855,Drake,Mon Mar 21,UNC Wilmington,L,Neutral
2856,Richmond,Tue Nov 9,North Carolina Central,W,Home
2857,Richmond,Fri Nov 12,Utah St.,L,Neutral
2858,Richmond,Tue Nov 16,Georgia St.,W,Home
2859,Richmond,Sat Nov 20,Drake,L,Away
2860,Richmond,Mon Nov 22,Hofstra,W,Home
2861,Richmond,Thu Nov 25,Maryland,L,Neutral
2862,Richmond,Sat Nov 27,Mississippi St.,L,Neutral
2863,Richmond,Wed Dec 1,Wofford,W,Away
2864,Richmond,Sun Dec 5,Northern Iowa,W,Away
2865,Richmond,Sat Dec 11,Toledo,W,Home
2866,Richmond,Fri Dec 17,N.C. State,W,Neutral
2867,Richmond,Sun Dec 19,Old Dominion,W,Home
2868,Richmond,Wed Dec 22,Bucknell,W,Home
2869,Richmond,Thu Dec 30,Saint Joseph's,L,Home
2870,Richmond,Sun Jan 2,Saint Louis,L,Away
2871,Richmond,Wed Jan 5,Massachusetts,W,Home
2872,Richmond,Fri Jan 14,Davidson,L,Home
2873,Richmond,Tue Jan 18,Fordham,W,Away
